video_id	upload_date	title
gyjoXC8lzIw	20250901	Agentic Workflows: BEYOND the Chat UI with Claude Code SDK and Gemini Nano Banana
XojxD7hfaD4	20250825	5 Agent PATTERNS to SIMPLIFY Your Agentic Coding (Claude Code, Gemini CLI, MCP)
mJhsWrEv-Go	20250818	Engineers… Claude Code Output Styles Are Here. Don’t Miss This TREND
tcZ3W8QYirQ	20250811	GPT-5 Agentic Coding with Claude Code
SSbqXzRsC6s	20250804	I'm ADDICTED to Claude Code: RATE LIMITS, Agent Models, and CC Alternatives
7B2HJr0Y68g	20250728	My Claude Code Sub Agents BUILD THEMSELVES
6fCqj4xFCZI	20250721	How Claude Code CHANGED Engineering Forever (and what's next)
9ijnN985O_c	20250714	I Can SEE EVERYTHING: Claude Code Hooks for Multi Agent Observability
J5B9UGTuNoM	20250707	I’m HOOKED on Claude Code Hooks: Advanced Agentic Coding
Go9W_h7kcjE	20250630	No, Gemini CLI CAN’T touch Claude Code BUT I’d NEVER bet against Google
nu3VDVzAVaE	20250623	3 ODDLY Useful Claude Code Repos No One Talks About
7LWl3EbcFTc	20250616	Yup, Claude Code Plan Mode is here: The Senior Engineer's Workflow
9ipM_vDwflI	20250609	I just BROKE Claude Code: Infinite Agentic Coding GLITCH (Don’t try this at work)
mKEq_YaJjPI	20250602	How I build Agentic MCP Servers for Claude Code (Prompts CHANGE Everything)
f8RnRuaxee8	20250526	Claude 4 ADVANCED AI Coding: How I PARALLELIZE Claude Code with Git Worktrees
y-_xknNOapo	20250519	Claude Code INSIDERS: Codex FIRST Look and 5 AI Coding INSIGHTS
LvkZuY7rJOM	20250512	Voice to Claude Code: SPEAK to SHIP Agentic Coding AI Assistant
hGg3nWp7afg	20250505	Agentic Claude Code: 3 Codebase Folders for TOP 1% AI Coding
2TIXl2rlA6Q	20250428	AI Coding is NOT ENOUGH: Claude Code's NEXT LEVEL Agentic Coding FEATURE
LEMLntjfihA	20250421	Making o3 My CEO. Codex RIPS OFF Claude Code?! SOTA LLM Playbook
FPTlP6Adefo	20250414	My SIMPLE FRAMEWORK to PICK the BEST AI Coding Tools (Aider vs Claude Code)
QzZ97noEapA	20250407	CRACKED Aider AND Claude Code Combo. Zuck ships Llama4. Gemini 2.5 Pro is SOTA?
zcHY88VI1oc	20250331	Claude Code's Most IMPORTANT FEATURE: Custom Slash Commands (State of AI Coding)
dabeidyv5dg	20250324	BEST Codebase Architecture for AI Coding and AI Agents (Aider, Claude Code, Cursor)
wFQ_i9XdkXU	20250317	My TOP 6 Claude Code PRO tips for AI Coding (MCP + Agents)
d-SyGA0Avtw	20250310	AI Coding DEVLOG: Claude Code has CHANGED Software Engineering
jCVO57fZIfM	20250303	GPT-4.5 FLOP? Claude 3.7 Sonnet STARTER PACK. What is Claude Code REALLY?
vq-vTsbSSZ0	20250224	Scale your AI Coding IMPACT with Devin, Cursor, Aider and this ONE Pattern
YAIJV48QlXc	20250217	Single File Agents. Python Scripts with Astral UV. AI Coding with Aider Architect
PPE0RZN___o	20250210	AGE OF AGENTS: How to EVOLVE your o3-mini Prompts into Multi-Tool AI Agents
K5xs669ANQo	20250203	Yup, o3-mini is WORTH your money. Meta Q4 Earnings Prompt. Deepseek and Llama4 Insights
UgSGtBZnwEo	20250127	No, Deepseek R1 is NOT "better" than o1 BUT you get 25x COMPUTE
y_ywOVQyafE	20250120	o1 Architect: AI Coding LIMIT TESTING to prepare for o3-mini (Aider + Deepseek)
zoBwIi4ZiTA	20250113	Deepseek AI Assistant: ALWAYS ON Python AI Agent for Engineers that SHIP
OwUm-4I22QI	20250106	M4 MAX MacBook Pro BENCHMARKED: Deepseek v3 vs Qwen, Phi-4 and Llama on Ollama
BcSuuvWvR-c	20241230	AI Coding is here... What’s next? My 2025 GenAI BIG BETS (AI Agents, o3, Paic)
dDbfmRDWAv0	20241223	AI Coding with AIDER Architect: Gemini 2.0 Flash vs Claude 3.5 Sonnet (o1, o3 PLAN)
pytSbBRoFw8	20241216	My Framework for LLM Use Cases and AI Tooling (With Phi-4, Gemini 2.0, Llama 3.3)
YoeNwp9je6E	20241202	Yup, QwQ is CRACKED: Prompt Chaining with Qwen and QwQ reasoning model (Ollama + LLM)
ujnLJru2LIs	20241125	Prompt Engineering Master Class for ENGINEERS with Ollama and LLM (Q4 2024 Update)
1ObiaSiA8BQ	20241111	Claude 3.5 Haiku are you good bro? LLM Autocomplete Benchmark (Predictive Outputs)
tElgVPUargw	20241104	AI Coding with Aider Architect, Cursor and AI Agents. (Plans for o1 BASED engineering)
FxwA0DLxyrw	20241028	Anthropic Computer Use. Where is Claude 3.5 Opus? Sonnet File and Bash Tools
4SnvMieJiuw	20241021	AI Engineering 2025 PLAN: Max out AI COMPUTE for o1 Preview, Realtime API, and AI Assistants
090oR--s__8	20241014	Senior Engineer’s AI Assistant: Realtime API and AI Agents built to SHIP for you
vN0t-kcPOXo	20241007	Realtime API with Tool Chaining. ADA is BACK. o1 assistant FILE AI Agents
VC6QCEXERpU	20240930	How good is llama 3.2 REALLY? Ollama SLM & LLM Prompt Ranking (Qwen, Phi, Gemini Flash)
PcLkBkQujMI	20240923	Engineer your Prompt Library: Marimo Notebooks with o1-mini, Claude, Gemini
QlUt06XLbJE	20240909	SECRET SAUCE of AI Coding? AI Devlog with Aider, Cursor, Bun and Notion
ag-KxYS8Vuw	20240902	Cursor is great BUT Aider is the OG AI Coding King (Mermaid Diagram AI Agent)
VLIOgP8MWqI	20240826	Why fine-tune LLMs? GPT-4o fine-tune for PERFECT FLUX Image Prompts
V9_RzjqCXP8	20240819	Cursor Composer: MULTI-FILE AI Coding for engineers that SHIP
PoO7Zjsvx0k	20240812	Coding RELIABLE AI Agents: Legit Structured Outputs Use Cases (Strawberry Agent?)
ikaKpfUOb0U	20240805	CONTROL your Personal AI Assistant with GPT-4o mini & ElevenLabs (AI TTS & STT)
0Z2BQPuUY50	20240722	GPT-4o mini Prompt Chain: Legit TRICK for DIRT CHEAP AI with SOTA Accuracy
1IK69XZZegU	20240708	AI Coding Devlog - Aider ON Sonnet 3.5 - CURATE your ELITE information DIET
F0eOYrA6ggY	20240701	USEFUL Agentic Workflow: AUTO-Updating Blog with Claude 3.5 Sonnet
UOcYsrnSNok	20240624	When to use Prompt Chains. DITCHING LangChain. ALL HAIL Claude 3.5 Sonnet
4hSFcjspGOw	20240617	MASTER the Prompt: TOP 5 Elements for Reusable Prompts, AI Agents, Agentic Workflows
YALpX8oOn78	20240603	ALL ROADS LEAD to AI CODING: Cursor, Aider in the browser, Multi file Prompting
gdrgFCldvrA	20240520	No, ChatGPT SKY is NOT an AI Assistant: How to LEVERAGE GPT-4o, GenAI, and Gemini
28zuliyLd5Q	20240513	Llama-3 70b OMNI-complete: AUTO Improving AUTOcomplete Prompt for EVERYTHING (Groq)
JBgUmTUQx0I	20240506	GPT-5 is coming: 3 ways to prepare for a 100x improvement in SOTA LLMs
sb9wSWeOPI4	20240429	ZERO Cost AI Agents: Are ELMs ready for your prompts? (Llama3, Ollama, Promptfoo, BUN)
sTruFeIO0iA	20240422	Two-Way Prompts: SIMPLIFY your AI Agents, Agentic Workflows, Personal AI Assistant
kLi4SKlc4HQ	20240415	MOST Important AGENTIC Application - Speech to Text to AI Agents (TTS, STT, LLM Router)
8wSH4XukcH8	20240408	Agent OS: LLM OS Micro Architecture for Composable, Reusable AI Agents
QV6kaNFyoyQ	20240401	7 Prompt Chains for Decision Making, Self Correcting, Reliable AI Agents
P8lQjpTqi50	20240325	Top 3 BEST AI Coding Assistant ONE SHOT Prompts (Claude 3 Opus + Cursor)
Cy1Z8J0anKw	20240311	Last LLM Standing WINS: Groq LPU - Anthropic OPUS - OpenAI - Gemini Pro -  LLM Benchmarks
Smklr44N8QU	20240304	Is Cursor's Copilot++ BETTER than Github Copilot? FAST AI Coding Master Class
zRt0EmeGeCM	20240219	Sora + Gemini 1.5: INFINITE Content + INFINITE Context (Building ADAPTive LLM apps)
9kS1atYieaU	20240212	Using Apple Vision Pro & LLM Agents to Code Youtube Automation Tools (Proof Of Concept)
q3Ld-MxlXmA	20240205	How to Engineer Multi-Agent Tools: Youtube Metadata Automation (LLM Principles)
E6bcyo32zss	20240108	ONE BILLION Row Challenge: AI Coding with Electron, DuckDB, Aider, and Cursor
XnoKvdeZAN8	20231225	Run LOCAL LLMs in ONE line of code - AI Coding llamafile with Mistral with  (DEVLOG)
V_SyO0t7TZY	20231218	Has the AI KING Returned? GEMINI PRO vs GPT-3.5 TURBO Prompt Testing
5wROK4lBoeo	20231204	Talk To Your Database - A GPT Multi Agent Postgres Data Analytics Tool
Uf7cYAXe3eI	20231127	Your AI Agents can SELF-CORRECT: Using Assistants API to AUTO FIX SQL Database Errors
7EA19-D4-Zo	20231120	Copilot Prompt Engineering: 3 UI Frameworks, 2 AI Agents, 1 Coding Assistant (AIDER CCC)
KwcrjP3vuy0	20231113	OpenAI Macro & Micro Strategy: Master Assistants API, Threads, Messages, and Runs
XGCWyfA3rgQ	20231106	Using AUTOGEN & GUIDANCE to code LLM Control Flow & JSON Agents (No Prompt Engineering)
UA6IVMDPuC8	20231030	AutoGen SPYWARE: Coding Systems for SUCCESSFUL AI Agents (Postgres Data Analytics)
CKo-czvxFkY	20231023	AutoGen Token Tactics: FIRING AI Agents, USELESS Vector Embeddings, GPT-4 Memory Tricks
4o8tymMQ5GM	20231016	Make AutoGen Consistent: CONTROL your LLM agents for ACCURATE Postgres AI Data Analytics
JjVvYDPVrAQ	20231009	One Prompt is NOT enough: Using AutoGen to code a Multi-Agent Postgres AI Tool
jmDMusirPKA	20231002	Prompt Engineering an ENTIRE codebase: Postgres Data Analytics AI Agent
20SpUcFzfYI	20230821	Git + AI = DIFFBRO: AI Coding the future of code reviews (python, aider, gpt-4)
AeASAsPp9LE	20230807	I'm DONE writing tests - using AI copilot AIDER to AUTOMATE testing.
oiIN-ljbPI0	20230529	Build VueJS Components While You Sleep: First LLM Agent Network (V2)
BgcsVi13e-M	20230515	Nuxt + Vercel KV: Coding an AI Agent Network MVP (flow state devLog)
gcSS8fwq3Co	20230417	FFmpeg, GPT-4 & WhisperX: Convert Horizontal Videos to Vertical (97% AI)
GSPpYqBgIko	20230121	Notion API in 5 Minutes: Read (Python | Copilot)
9hm1oogzyic	20220911	Is It Hype? Github Copilot (The Future of Programming)
7_kltXdgzlQ	20220905	Senior Engineer Codes New App Feature With Vue.js, Copilot, Electron and TS.
vS1h2LO53zk	20220624	GitHub Copilot being hella useful when coding Electron + Vue.js app
0TQNJkR7bK4	20220518	Vue + Electron settings menu and switch component wrapper (GitHub Copilot FTW)
X-_1pIuk1Cw	20220513	How I code custom components with vue.js, electron and GitHub Copilot (ASMR)
